sequence,kind,name,name_zh_hans,filename,relative_path,image_url,source_page,source,translation_source,content_type,bytes,sha256,status,error
018,furniture,Chic table,时尚桌,018-chic-table.png,docs/pokopia_image_sources/furniture_portraits/018-chic-table.png,https://pokopiadex.com/images/items/shop_ui/chic-table.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,166445,b9b14df4bafc357d8d16979c3dd43abbe81b428f0bb446dd40fa8b9977591ab3,ok,
019,furniture,Counter,柜台,019-counter.png,docs/pokopia_image_sources/furniture_portraits/019-counter.png,https://pokopiadex.com/images/items/item_ui/counter.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,21917,5b59aa59100eb3d5837152ab23c6d324c0da5788e21fc584565ae796a2ff0aed,ok,
020,furniture,Cute bed,可爱床,020-cute-bed.png,docs/pokopia_image_sources/furniture_portraits/020-cute-bed.png,https://pokopiadex.com/images/items/item_ui/cute-bed.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,40941,50d343a078eacec030988cbc57cbcf148eda164540d1311a5ffec4b78fd3d883,ok,
021,furniture,Cute chair,可爱椅,021-cute-chair.png,docs/pokopia_image_sources/furniture_portraits/021-cute-chair.png,https://pokopiadex.com/images/items/item_ui/cute-chair.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,25511,b2738b685f465d46a4b044dc523af1785e44d9a748cbc34aac174b990a8a478a,ok,
022,furniture,Cute dresser,可爱梳妆台,022-cute-dresser.png,docs/pokopia_image_sources/furniture_portraits/022-cute-dresser.png,https://pokopiadex.com/images/items/item_ui/cute-dresser.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,32363,d4dda0544f615030a41596c0ac062b3e2805e64df83fcc13ba8598a49e4242ec,ok,
023,furniture,Cute sofa,可爱沙发,023-cute-sofa.png,docs/pokopia_image_sources/furniture_portraits/023-cute-sofa.png,https://pokopiadex.com/images/items/item_ui/cute-sofa.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,25393,48dc42eb75c6d5708ebf3119c1028e04071e3056650f5a341c9003341d9e5ae2,ok,
024,furniture,Cute table,可爱桌,024-cute-table.png,docs/pokopia_image_sources/furniture_portraits/024-cute-table.png,https://pokopiadex.com/images/items/item_ui/cute-table.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,24291,3f115ac5ed6b91dc229a7a5ff7c8b3e81f49632eb621d7c0e20e4703e4f932f0,ok,
025,furniture,Deck Chair,躺椅,025-deck-chair.png,docs/pokopia_image_sources/furniture_portraits/025-deck-chair.png,https://pokopiadex.com/images/items/item_ui/deck-chair.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,26241,c104ac087e35e2f9f524f6302a14eac60c258f948c678014f9e875c250a0832d,ok,
026,furniture,Exhibition stand,展示架,026-exhibition-stand.png,docs/pokopia_image_sources/furniture_portraits/026-exhibition-stand.png,https://pokopiadex.com/images/items/crafting_ui/exhibition-stand.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,116394,1d8d9b9cfa6fd52a0b1a9e5587aa9d98a2ce7bf0393f02ceed2308ac6e3662e3,ok,
027,furniture,Fancy chair,华丽椅,027-fancy-chair.png,docs/pokopia_image_sources/furniture_portraits/027-fancy-chair.png,https://pokopiadex.com/images/items/item_ui/fancy-chair.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,32771,89d78b0c373ebd79edf6c001f89deb11f62682bf807f67f135597bc964d93186,ok,
028,furniture,Flower cushion,花朵坐垫,028-flower-cushion.png,docs/pokopia_image_sources/furniture_portraits/028-flower-cushion.png,https://pokopiadex.com/images/items/item_ui/flower-cushion.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,123121,f3570d997ad3f595780d80f4091c6dd8fee508c272e4c4a97337683f855982d8,ok,
029,furniture,Flower table,花朵桌,029-flower-table.png,docs/pokopia_image_sources/furniture_portraits/029-flower-table.png,https://pokopiadex.com/images/items/item_ui/flower-table.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,130313,d77e7614af493efc04008eaaea808598d596c535713963b6b84609a6dda7bd42,ok,
030,furniture,Folding chair,折叠椅,030-folding-chair.png,docs/pokopia_image_sources/furniture_portraits/030-folding-chair.png,https://pokopiadex.com/images/items/shop_ui/folding-chair.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,142494,d14ffd3ce0ffd7ac33ea3ce5bb9016649f3ab5016e87092cb2c2480b9bbf9df9,ok,
031,furniture,Food counter,餐点柜台,031-food-counter.png,docs/pokopia_image_sources/furniture_portraits/031-food-counter.png,https://pokopiadex.com/images/items/crafting_ui/food-counter.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,196092,62b2982d9468ce6efa7095deae9ddcaaa4e2c53717984a5a8a733d648de19a24,ok,
032,furniture,Gaming Bed,电竞床,032-gaming-bed.png,docs/pokopia_image_sources/furniture_portraits/032-gaming-bed.png,https://pokopiadex.com/images/items/item_ui/gaming-bed.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,29449,b40a0fb60f680159d9593ffdfe64bc94a3c9c2db001c0ce7ce30d49cff7b6188,ok,
033,furniture,Gaming Chair,电竞椅,033-gaming-chair.png,docs/pokopia_image_sources/furniture_portraits/033-gaming-chair.png,https://pokopiadex.com/images/items/item_ui/gaming-chair.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,30025,0bc50ae4ccce3b713fe8d02db5d204c2f6706bfef1234572433edd79b70b7293,ok,
034,furniture,Gaming Fridge,电竞冰箱,034-gaming-fridge.png,docs/pokopia_image_sources/furniture_portraits/034-gaming-fridge.png,https://pokopiadex.com/images/items/item_ui/gaming-fridge.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,21766,ccefce034684663e568b19db240d59e6946a9f9363ff4d3c641734f8b86be37c,ok,
035,furniture,Garden bench,庭院长椅,035-garden-bench.png,docs/pokopia_image_sources/furniture_portraits/035-garden-bench.png,https://pokopiadex.com/images/items/shop_ui/garden-bench.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,327888,62a8967b54f063e4b911dccaac01426090efa073d99889359927583f574452f5,ok,
036,furniture,Garden chair,庭院椅,036-garden-chair.png,docs/pokopia_image_sources/furniture_portraits/036-garden-chair.png,https://pokopiadex.com/images/items/item_ui/garden-chair.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,27636,f86f1237e1e2486ef82559bb1fa61e5cc07e8f8d2dae2b367f9fa81d59495a49,ok,
037,furniture,Garden table,庭院桌,037-garden-table.png,docs/pokopia_image_sources/furniture_portraits/037-garden-table.png,https://pokopiadex.com/images/items/shop_ui/garden-table.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,85279,4cc0a667bdbf19b0a9976a9581542947372a105da663966757009cf51896b39a,ok,
038,furniture,Guest-room bed,客房床,038-guest-room-bed.png,docs/pokopia_image_sources/furniture_portraits/038-guest-room-bed.png,https://pokopiadex.com/images/items/item_ui/guest-room-bed.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,32186,f926b56357ccc1123ded77ec7c8e72ebf5861aff8c5e9be01f0a668f8612d0fe,ok,
039,furniture,Industrial bed,工业风床,039-industrial-bed.png,docs/pokopia_image_sources/furniture_portraits/039-industrial-bed.png,https://pokopiadex.com/images/items/crafting_ui/industrial-bed.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,142647,53da687de2f97b5f7707f1a3bf353fc6b501498abc5c7371ae7807116027e00a,ok,
040,furniture,Industrial bench,工业风长椅,040-industrial-bench.png,docs/pokopia_image_sources/furniture_portraits/040-industrial-bench.png,https://pokopiadex.com/images/items/item_ui/industrial-bench.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,20889,d5252f31f3c9e68f0ba3374188ddcd9d89e8d0b6659bfc82292da6afb91e8b38,ok,
041,furniture,Industrial chair,工业风椅,041-industrial-chair.png,docs/pokopia_image_sources/furniture_portraits/041-industrial-chair.png,https://pokopiadex.com/images/items/item_ui/industrial-chair.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,13318,11192743df6ae4deebfba790d606ff9993f66e0e6962b86f04bfea7d61d54e5b,ok,
042,furniture,Industrial desk,工业风书桌,042-industrial-desk.png,docs/pokopia_image_sources/furniture_portraits/042-industrial-desk.png,https://pokopiadex.com/images/items/shop_ui/industrial-desk.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,133084,a7e5f71cea66449cfb42121c1d64ece079d418b3eabffb3ace0961f7142c3673,ok,
043,furniture,Iron bed,铁艺床,043-iron-bed.png,docs/pokopia_image_sources/furniture_portraits/043-iron-bed.png,https://pokopiadex.com/images/items/crafting_ui/iron-bed.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,107830,98d23d2ea5b0344320dc22b2f1bc916dcac9673c43d35525aaf5780dbdccfbaf,ok,
044,furniture,Iron bench,铁长椅,044-iron-bench.png,docs/pokopia_image_sources/furniture_portraits/044-iron-bench.png,https://pokopiadex.com/images/items/crafting_ui/iron-bench.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,118949,a7618b5207d12c5d81f1029870860a68631edd5e6bea9f60bf3dbe5c1b43b747,ok,
045,furniture,Iron chair,铁椅,045-iron-chair.png,docs/pokopia_image_sources/furniture_portraits/045-iron-chair.png,https://pokopiadex.com/images/items/crafting_ui/iron-chair.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,93681,23a9f86fd481e90976aed329abc78371ccaf4e2f2c8efd9e07c474170ec946e4,ok,
046,furniture,Iron rack,铁架,046-iron-rack.png,docs/pokopia_image_sources/furniture_portraits/046-iron-rack.png,https://pokopiadex.com/images/items/shop_ui/iron-rack.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,100396,d6910b0b963bed972067413e64cb45ad3b6b862e85834b00b70bfb3eafa656d9,ok,
047,furniture,Iron stand,铁架,047-iron-stand.png,docs/pokopia_image_sources/furniture_portraits/047-iron-stand.png,https://pokopiadex.com/images/items/crafting_ui/iron-stand.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,128321,1caaf4281f9fe0fbab3b838fd529510c0b860d4cb6420e3fe4166f0bb757096e,ok,
048,furniture,Iron table,铁桌,048-iron-table.png,docs/pokopia_image_sources/furniture_portraits/048-iron-table.png,https://pokopiadex.com/images/items/crafting_ui/iron-table.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,104784,3c7873ff033a489d90d6e945ddf20f447f0acc0d095f35a6c955c0cda52aa619,ok,
049,furniture,Kitchen table,厨房桌,049-kitchen-table.png,docs/pokopia_image_sources/furniture_portraits/049-kitchen-table.png,https://pokopiadex.com/images/items/item_ui/kitchen-table.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,18404,74786d4298a5bb326fe3fccbdc0c6de6477aa9c0644f5d54a725252d0b7d2955,ok,
050,furniture,Large mirror,大镜子,050-large-mirror.png,docs/pokopia_image_sources/furniture_portraits/050-large-mirror.png,https://pokopiadex.com/images/items/shop_ui/large-mirror.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,139788,50da5c77a140be52c2f16555861ce04b77108ba16dee92f795243f5ef62b8591,ok,
051,furniture,Log bed,原木床,051-log-bed.png,docs/pokopia_image_sources/furniture_portraits/051-log-bed.png,https://pokopiadex.com/images/items/shop_ui/log-bed.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,334210,4491df70151adb99cd1da746a727c5ac050f1946cd2ee356ecb770874c4d62e7,ok,
052,furniture,Log chair,原木椅,052-log-chair.png,docs/pokopia_image_sources/furniture_portraits/052-log-chair.png,https://pokopiadex.com/images/items/crafting_ui/log-chair.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,93139,315743849a7a0739efa83521944d15a845f0bf46d3e60e8d3185001743a061e2,ok,
053,furniture,Log table,原木桌,053-log-table.png,docs/pokopia_image_sources/furniture_portraits/053-log-table.png,https://pokopiadex.com/images/items/crafting_ui/log-table.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,95439,d3d39778576569debfa5f33139417a81c6dff59388c0e0de197e82ca55b74cb9,ok,
054,furniture,Luxury bed,豪华床,054-luxury-bed.png,docs/pokopia_image_sources/furniture_portraits/054-luxury-bed.png,https://pokopiadex.com/images/items/item_ui/luxury-bed.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,36717,69ab76640028f0465a9dacb7426221a5962fd576d3946459f9f42494beacc17a,ok,
055,furniture,Luxury chair,豪华椅,055-luxury-chair.png,docs/pokopia_image_sources/furniture_portraits/055-luxury-chair.png,https://pokopiadex.com/images/items/item_ui/luxury-chair.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,27842,30cea6e7265460a9c19fb14b94c348d1d708e58f92aaae7fe2fdb4f2eb062b69,ok,
056,furniture,Luxury dresser,豪华梳妆台,056-luxury-dresser.png,docs/pokopia_image_sources/furniture_portraits/056-luxury-dresser.png,https://pokopiadex.com/images/items/item_ui/luxury-dresser.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,29975,15646089a37bf54550b33b8b091d7d4aa3733b1fc07f0e96c936e5134e54d904,ok,
057,furniture,Luxury sofa,豪华沙发,057-luxury-sofa.png,docs/pokopia_image_sources/furniture_portraits/057-luxury-sofa.png,https://pokopiadex.com/images/items/item_ui/luxury-sofa.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,31512,4431c05c7fe5adbf6dbc6be1b117acb3388899c7a4ee369a0fdbdce326460c1c,ok,
058,furniture,Luxury table,豪华桌,058-luxury-table.png,docs/pokopia_image_sources/furniture_portraits/058-luxury-table.png,https://pokopiadex.com/images/items/item_ui/luxury-table.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,23342,fd994373a13a2bff3b7f64a9a7e7217c44cede9150408aa92741a8d65c89ba20,ok,
059,furniture,Mini plain bed,迷你简易床,059-mini-plain-bed.png,docs/pokopia_image_sources/furniture_portraits/059-mini-plain-bed.png,https://pokopiadex.com/images/items/crafting_ui/mini-plain-bed.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,103413,5a047f2a09cd950af8e0712d2ac86bdeed1bd142fd7bcb1ac94080cb1b39ef93,ok,
060,furniture,Mysterious pedestal,神秘台座,060-mysterious-pedestal.png,docs/pokopia_image_sources/furniture_portraits/060-mysterious-pedestal.png,https://pokopiadex.com/images/items/item_ui/mysterious-pedestal.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,131032,82a348e4be315a5b1f1c13a0ead3adccdb0ebe2cd8f021f86d1927cb149e0816,ok,
061,furniture,Naptime bed,午睡床,061-naptime-bed.png,docs/pokopia_image_sources/furniture_portraits/061-naptime-bed.png,https://pokopiadex.com/images/items/item_ui/naptime-bed.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,112652,d7735fca8c0fbce60c46095d4d1758165be91b547af63612a3eb46b1f17fb5c2,ok,
062,furniture,Office cabinet,办公柜,062-office-cabinet.png,docs/pokopia_image_sources/furniture_portraits/062-office-cabinet.png,https://pokopiadex.com/images/items/crafting_ui/office-cabinet.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,83194,592a44cd9329337a906586a1cfa6f0f6af256086224c8bc0f6d770a0dbdbce82,ok,
063,furniture,Office chair,办公椅,063-office-chair.png,docs/pokopia_image_sources/furniture_portraits/063-office-chair.png,https://pokopiadex.com/images/items/crafting_ui/office-chair.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,128408,3f2a6bbad811d5e0fb8da211c426465fdd70501ee7c5ccdf7bdb29ec546f6d2f,ok,
064,furniture,Office desk,办公桌,064-office-desk.png,docs/pokopia_image_sources/furniture_portraits/064-office-desk.png,https://pokopiadex.com/images/items/crafting_ui/office-desk.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,133479,0ad4654330b8169ef81b3ca7699fbe5af16153fefd4039fb1ef91fb17a48473b,ok,
065,furniture,Office locker,办公储物柜,065-office-locker.png,docs/pokopia_image_sources/furniture_portraits/065-office-locker.png,https://pokopiadex.com/images/items/item_ui/office-locker.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,14821,a367d2a2bc56f062674bfa75f7fd987f1ff34240a16b18601b7cdda1e9e49999,ok,
066,furniture,Office shelf,办公置物架,066-office-shelf.png,docs/pokopia_image_sources/furniture_portraits/066-office-shelf.png,https://pokopiadex.com/images/items/item_ui/office-shelf.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,27144,46f41e30e757bf28ae5dc5795e749a4bd66444bad66e40fef9d871ea43159860,ok,
067,furniture,Office table,办公室桌,067-office-table.png,docs/pokopia_image_sources/furniture_portraits/067-office-table.png,https://pokopiadex.com/images/items/crafting_ui/office-table.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,106920,b0d5d8fb2d2ef80d4c0e3a0589ee5ec487f25635572c38db614e7d16940c88f5,ok,
068,furniture,Pikachu sofa,皮卡丘沙发,068-pikachu-sofa.png,docs/pokopia_image_sources/furniture_portraits/068-pikachu-sofa.png,https://pokopiadex.com/images/items/item_ui/pikachu-sofa.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,132115,34dae905c1947f4ac27f2c30278d37ed9b2ff47038406712e19484b71491229e,ok,
069,furniture,Plain bed,简易床,069-plain-bed.png,docs/pokopia_image_sources/furniture_portraits/069-plain-bed.png,https://pokopiadex.com/images/items/crafting_ui/plain-bed.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,106889,16fd360731b6790fbd85dc66bc75ac71953e0e5dff6398206180013a79a2508e,ok,
070,furniture,Plain chair,朴素椅,070-plain-chair.png,docs/pokopia_image_sources/furniture_portraits/070-plain-chair.png,https://pokopiadex.com/images/items/crafting_ui/plain-chair.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,111509,7dbdd668044e2d50de40535ea50edc5e0ed9d8bd02a97763819f8fc7a7c59b68,ok,
071,furniture,Plain chest,朴素木箱,071-plain-chest.png,docs/pokopia_image_sources/furniture_portraits/071-plain-chest.png,https://pokopiadex.com/images/items/item_ui/plain-chest.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans,image/png,28536,c47a5c958e1cfd6f4a70189b4903a686aa4ee014c21579ec6e17f1ec35003053,ok,
