kind,name,name_zh_hans,image_url,source_page,source,translation_source
furniture,Industrial bed,工业风床,https://pokopiadex.com/images/items/crafting_ui/industrial-bed.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Industrial bench,工业风长椅,https://pokopiadex.com/images/items/item_ui/industrial-bench.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Industrial chair,工业风椅,https://pokopiadex.com/images/items/item_ui/industrial-chair.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Industrial desk,工业风书桌,https://pokopiadex.com/images/items/shop_ui/industrial-desk.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Iron bed,铁艺床,https://pokopiadex.com/images/items/crafting_ui/iron-bed.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Iron bench,铁长椅,https://pokopiadex.com/images/items/crafting_ui/iron-bench.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Iron chair,铁椅,https://pokopiadex.com/images/items/crafting_ui/iron-chair.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Iron rack,铁架,https://pokopiadex.com/images/items/shop_ui/iron-rack.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Iron stand,铁架,https://pokopiadex.com/images/items/crafting_ui/iron-stand.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Iron table,铁桌,https://pokopiadex.com/images/items/crafting_ui/iron-table.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Kitchen table,厨房桌,https://pokopiadex.com/images/items/item_ui/kitchen-table.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Large mirror,大镜子,https://pokopiadex.com/images/items/shop_ui/large-mirror.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Log bed,原木床,https://pokopiadex.com/images/items/shop_ui/log-bed.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Log chair,原木椅,https://pokopiadex.com/images/items/crafting_ui/log-chair.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Log table,原木桌,https://pokopiadex.com/images/items/crafting_ui/log-table.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Luxury bed,豪华床,https://pokopiadex.com/images/items/item_ui/luxury-bed.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Luxury chair,豪华椅,https://pokopiadex.com/images/items/item_ui/luxury-chair.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Luxury dresser,豪华梳妆台,https://pokopiadex.com/images/items/item_ui/luxury-dresser.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Luxury sofa,豪华沙发,https://pokopiadex.com/images/items/item_ui/luxury-sofa.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Luxury table,豪华桌,https://pokopiadex.com/images/items/item_ui/luxury-table.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Mini plain bed,迷你简易床,https://pokopiadex.com/images/items/crafting_ui/mini-plain-bed.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Mysterious pedestal,神秘台座,https://pokopiadex.com/images/items/item_ui/mysterious-pedestal.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Naptime bed,午睡床,https://pokopiadex.com/images/items/item_ui/naptime-bed.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Office cabinet,办公柜,https://pokopiadex.com/images/items/crafting_ui/office-cabinet.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Office chair,办公椅,https://pokopiadex.com/images/items/crafting_ui/office-chair.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Office desk,办公桌,https://pokopiadex.com/images/items/crafting_ui/office-desk.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Office locker,办公储物柜,https://pokopiadex.com/images/items/item_ui/office-locker.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Office shelf,办公置物架,https://pokopiadex.com/images/items/item_ui/office-shelf.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Office table,办公室桌,https://pokopiadex.com/images/items/crafting_ui/office-table.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Pikachu sofa,皮卡丘沙发,https://pokopiadex.com/images/items/item_ui/pikachu-sofa.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Plain bed,简易床,https://pokopiadex.com/images/items/crafting_ui/plain-bed.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Plain chair,朴素椅,https://pokopiadex.com/images/items/crafting_ui/plain-chair.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Plain chest,朴素木箱,https://pokopiadex.com/images/items/item_ui/plain-chest.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Plain closet,朴素衣柜,https://pokopiadex.com/images/items/crafting_ui/plain-closet.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Plain sofa,朴素沙发,https://pokopiadex.com/images/items/crafting_ui/plain-sofa.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Plain stand,朴素展架,https://pokopiadex.com/images/items/shop_ui/plain-stand.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Plain stool,朴素凳,https://pokopiadex.com/images/items/item_ui/plain-stool.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Plain table,朴素桌,https://pokopiadex.com/images/items/crafting_ui/plain-table.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Poké Ball Bed,精灵球床,https://pokopiadex.com/images/items/item_ui/poke-ball-bed.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Poké Ball Chest,精灵球宝箱,https://pokopiadex.com/images/items/item_ui/poke-ball-chest.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Poké Ball Sofa,精灵球沙发,https://pokopiadex.com/images/items/item_ui/poke-ball-sofa.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Poké Ball table,精灵球桌,https://pokopiadex.com/images/items/item_ui/poke-ball-table.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Pokémon Center counter,宝可梦中心柜台,https://pokopiadex.com/images/items/item_ui/pokemon-center-counter.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Polygonal Shelf,多边形架子,https://pokopiadex.com/images/items/item_ui/polygonal-shelf.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Pop art bed,波普艺术床,https://pokopiadex.com/images/items/item_ui/pop-art-bed.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Pop art chair,波普艺术椅,https://pokopiadex.com/images/items/item_ui/pop-art-chair.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Pop art sofa,波普艺术沙发,https://pokopiadex.com/images/items/item_ui/pop-art-sofa.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Pop art table,波普艺术桌,https://pokopiadex.com/images/items/item_ui/pop-art-table.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Public seat,公共座椅,https://pokopiadex.com/images/items/item_ui/public-seat.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Push cart,推车,https://pokopiadex.com/images/items/shop_ui/push-cart.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Resort bed,度假风床铺,https://pokopiadex.com/images/items/item_ui/resort-bed.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Resort chair,度假风椅,https://pokopiadex.com/images/items/item_ui/resort-chair.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Resort hammock,度假风吊床,https://pokopiadex.com/images/items/item_ui/resort-hammock.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Resort sofa,度假风沙发,https://pokopiadex.com/images/items/shop_ui/resort-sofa.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Resort stool,度假风凳,https://pokopiadex.com/images/items/item_ui/resort-stool.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Resort table,度假风桌,https://pokopiadex.com/images/items/item_ui/resort-table.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Side table,边桌,https://pokopiadex.com/images/items/item_ui/side-table.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Simple cushion,简易坐垫,https://pokopiadex.com/images/items/item_ui/simple-cushion.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Soft seat,柔软座椅,https://pokopiadex.com/images/items/item_ui/soft-seat.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Spectator chair,观众椅,https://pokopiadex.com/images/items/item_ui/spectator-chair.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Stone bench,石长椅,https://pokopiadex.com/images/items/shop_ui/stone-bench.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Stone table,石桌,https://pokopiadex.com/images/items/item_ui/stone-table.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Storage Box,收纳箱,https://pokopiadex.com/images/items/crafting_ui/storage-box.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Straw bed,稻草床,https://pokopiadex.com/images/items/crafting_ui/straw-bed.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Straw stool,草编凳,https://pokopiadex.com/images/items/crafting_ui/straw-stool.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Straw table,草编桌,https://pokopiadex.com/images/items/crafting_ui/straw-table.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Study desk,学习桌,https://pokopiadex.com/images/items/item_ui/study-desk.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Stylish stool,时尚凳,https://pokopiadex.com/images/items/crafting_ui/stylish-stool.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Wall Mirror,壁挂镜,https://pokopiadex.com/images/items/item_ui/wall-mirror.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Wall storage box,壁挂收纳箱,https://pokopiadex.com/images/items/item_ui/wall-storage-box.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Wall-mounted table,壁挂桌,https://pokopiadex.com/images/items/item_ui/wall-mounted-table.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Waterproof seat,防水座椅,https://pokopiadex.com/images/items/item_ui/waterproof-seat.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Wiggly mirror,晃动镜子,https://pokopiadex.com/images/items/item_ui/wiggly-mirror.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Wooden bed,木制床,https://pokopiadex.com/images/items/crafting_ui/wooden-bed.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Wooden bench,木长椅,https://pokopiadex.com/images/items/crafting_ui/wooden-bench.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Wooden stool,木凳,https://pokopiadex.com/images/items/crafting_ui/wooden-stool.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
furniture,Wooden table,木桌,https://pokopiadex.com/images/items/shop_ui/wooden-table.png,https://pokopiadex.com/items/furniture,pokopiadex_furniture,infipoke_pokopia_items_or_crafting_zh_hans
